duracao;intensidade;f01;f02;f03;falante;modalidade;frase;acento;escolaridade;genero;vogal;Variedade;intst;f0st;durz;n_vogais
0;0;50;50;50;3;a;kwp;proparoxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
120;50;180;175;186;3;a;kwp;proparoxitona;medio;feminino;V2;Oiapoque;-12,376;1,331;0,975;9
40;44;147;144;145;3;a;kwp;proparoxitona;medio;feminino;V3;Oiapoque;-18,376;-2,405;-0,607;9
61;36;164;181;191;3;a;kwp;proparoxitona;medio;feminino;V4;Oiapoque;-26,376;1,170;-0,192;9
30;45;191;178;173;3;i;kwp;proparoxitona;medio;feminino;V1;Oiapoque;-17,376;1,363;-0,805;9
0;0;50;50;50;3;i;kwp;proparoxitona;medio;feminino;V2;Oiapoque;-62,376;-20,877;-1,398;9
160;59;184;188;205;3;i;kwp;proparoxitona;medio;feminino;V3;Oiapoque;-3,376;2,446;1,766;9
60;49;190;173;170;3;i;kwp;proparoxitona;medio;feminino;V4;Oiapoque;-13,376;1,073;-0,211;9
110;63;190;206;251;3;i;kwp;proparoxitona;medio;feminino;V1;Oiapoque;0,624;4,428;0,777;9
30;45;209;191;191;3;i;kwp;proparoxitona;medio;feminino;V2;Oiapoque;-17,376;2,861;-0,805;9
0;0;50;50;50;3;i;kwp;proparoxitona;medio;feminino;V3;Oiapoque;-62,376;-20,877;-1,398;9
150;61;183;189;208;3;i;kwp;proparoxitona;medio;feminino;V4;Oiapoque;-1,376;2,536;1,568;9
140;56;196;201;192;3;i;kwp;proparoxitona;medio;feminino;V1;Oiapoque;-6,376;2,802;1,371;9
90;60;183;196;235;3;i;kwp;proparoxitona;medio;feminino;V2;Oiapoque;-2,376;3,522;0,382;9
30;48;207;192;177;3;i;kwp;proparoxitona;medio;feminino;V3;Oiapoque;-14,376;2,416;-0,805;9
0;0;50;50;50;3;i;kwp;proparoxitona;medio;feminino;V4;Oiapoque;-62,376;-20,877;-1,398;9
40;40;199;190;190;3;a;kwt;paroxitona;medio;feminino;V1;Oiapoque;-22,376;2,506;-0,607;9
30;47;200;201;207;3;a;kwt;paroxitona;medio;feminino;V2;Oiapoque;-15,376;3,352;-0,805;9
68;47;217;221;216;3;a;kwt;paroxitona;medio;feminino;V3;Oiapoque;-15,376;4,615;-0,053;9
142;49;195;171;166;3;a;kwt;paroxitona;medio;feminino;V4;Oiapoque;-13,376;1,040;1,410;9
130;61;177;205;246;3;a;kwt;paroxitona;medio;feminino;V1;Oiapoque;-1,376;3,912;1,173;9
30;40;191;188;186;3;a;kwt;paroxitona;medio;feminino;V2;Oiapoque;-22,376;2,082;-0,805;9
40;47;193;191;197;3;a;kwt;paroxitona;medio;feminino;V3;Oiapoque;-15,376;2,566;-0,607;9
73;50;193;194;175;3;a;kwt;paroxitona;medio;feminino;V4;Oiapoque;-12,376;1,990;0,046;9
130;55;183;195;193;3;a;kwt;paroxitona;medio;feminino;V1;Oiapoque;-7,376;2,265;1,173;9
110;60;175;179;229;3;a;kwt;paroxitona;medio;feminino;V2;Oiapoque;-2,376;2,625;0,777;9
30;42;226;224;219;3;a;kwt;paroxitona;medio;feminino;V3;Oiapoque;-20,376;5,007;-0,805;9
50;49;216;217;216;3;a;kwt;paroxitona;medio;feminino;V4;Oiapoque;-13,376;4,482;-0,409;9
130;67;268;241;217;3;i;kwt;paroxitona;medio;feminino;V1;Oiapoque;4,624;6,423;1,173;9
160;61;206;221;206;3;i;kwt;paroxitona;medio;feminino;V2;Oiapoque;-1,376;4,050;1,766;9
150;65;186;203;263;3;i;kwt;paroxitona;medio;feminino;V3;Oiapoque;2,624;4,562;1,568;9
30;45;211;197;187;3;i;kwt;paroxitona;medio;feminino;V4;Oiapoque;-17,376;2,978;-0,805;9
60;48;193;208;210;3;i;kwt;paroxitona;medio;feminino;V1;Oiapoque;-14,376;3,437;-0,211;9
110;63;220;211;191;3;i;kwt;paroxitona;medio;feminino;V2;Oiapoque;0,624;3,746;0,777;9
100;55;195;194;189;3;i;kwt;paroxitona;medio;feminino;V3;Oiapoque;-7,376;2,476;0,580;9
100;60;191;218;258;3;i;kwt;paroxitona;medio;feminino;V4;Oiapoque;-2,376;4,955;0,580;9
0;0;50;50;50;3;i;kwt;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
60;48;192;195;188;3;i;kwt;paroxitona;medio;feminino;V2;Oiapoque;-14,376;2,386;-0,211;9
130;63;205;196;188;3;i;kwt;paroxitona;medio;feminino;V3;Oiapoque;0,624;2,802;1,173;9
110;56;190;190;180;3;i;kwt;paroxitona;medio;feminino;V4;Oiapoque;-6,376;1,928;0,777;9
0;0;50;50;50;3;i;kwt;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
30;45;193;180;178;3;a;pwk;oxitona;medio;feminino;V1;Oiapoque;-17,376;1,648;-0,805;9
30;37;172;172;185;3;a;pwk;oxitona;medio;feminino;V2;Oiapoque;-25,376;0,942;-0,805;9
50;45;173;177;176;3;a;pwk;oxitona;medio;feminino;V3;Oiapoque;-17,376;0,844;-0,409;9
120;55;184;192;198;3;a;pwk;oxitona;medio;feminino;V4;Oiapoque;-7,376;2,356;0,975;9
90;55;165;165;184;3;a;pwk;oxitona;medio;feminino;V1;Oiapoque;-7,376;0,444;0,382;9
30;41;192;192;193;3;a;pwk;oxitona;medio;feminino;V2;Oiapoque;-21,376;2,446;-0,805;9
40;40;190;187;183;3;a;pwk;oxitona;medio;feminino;V3;Oiapoque;-22,376;1,928;-0,607;9
40;46;175;186;181;3;a;pwk;oxitona;medio;feminino;V4;Oiapoque;-16,376;1,363;-0,607;9
30;48;188;184;183;3;a;pwk;oxitona;medio;feminino;V1;Oiapoque;-14,376;1,773;-0,805;9
90;54;171;168;175;3;a;pwk;oxitona;medio;feminino;V2;Oiapoque;-8,376;0,444;0,382;9
30;40;169;181;182;3;a;pwk;oxitona;medio;feminino;V3;Oiapoque;-22,376;1,040;-0,805;9
50;36;182;180;177;3;a;pwk;oxitona;medio;feminino;V4;Oiapoque;-26,376;1,267;-0,409;9
50;54;224;204;188;3;i;pwk;oxitona;medio;feminino;V1;Oiapoque;-8,376;3,578;-0,409;9
30;47;188;182;181;3;i;pwk;oxitona;medio;feminino;V2;Oiapoque;-15,376;1,648;-0,805;9
100;59;171;191;224;3;i;pwk;oxitona;medio;feminino;V3;Oiapoque;-3,376;2,714;0,580;9
40;48;223;201;189;3;i;pwk;oxitona;medio;feminino;V4;Oiapoque;-14,376;3,494;-0,607;9
150;61;194;193;226;3;i;pwk;oxitona;medio;feminino;V1;Oiapoque;-1,376;3,494;1,568;9
60;54;233;213;199;3;i;pwk;oxitona;medio;feminino;V2;Oiapoque;-8,376;4,375;-0,211;9
54;47;197;191;191;3;i;pwk;oxitona;medio;feminino;V3;Oiapoque;-15,376;2,506;-0,330;9
100;59;176;183;223;3;i;pwk;oxitona;medio;feminino;V4;Oiapoque;-3,376;2,595;0,580;9
0;0;50;50;50;3;i;pwk;oxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
136;61;193;194;226;3;i;pwk;oxitona;medio;feminino;V2;Oiapoque;-1,376;3,494;1,292;9
60;53;228;208;194;3;i;pwk;oxitona;medio;feminino;V3;Oiapoque;-9,376;3,967;-0,211;9
51;47;197;191;191;3;i;pwk;oxitona;medio;feminino;V4;Oiapoque;-15,376;2,506;-0,389;9
216;52;172;178;194;3;i;pwk;oxitona;medio;feminino;V1;Oiapoque;-10,376;1,426;2,874;9
0;0;50;50;50;3;a;pwp;proparoxitona;medio;feminino;V2;Oiapoque;-62,376;-20,877;-1,398;9
120;61;170;175;208;3;a;pwp;proparoxitona;medio;feminino;V3;Oiapoque;-1,376;1,711;0,975;9
60;52;210;207;201;3;a;pwp;proparoxitona;medio;feminino;V4;Oiapoque;-10,376;3,634;-0,211;9
50;46;169;161;164;3;a;pwp;proparoxitona;medio;feminino;V1;Oiapoque;-16,376;-0,243;-0,409;9
35;39;171;178;180;3;a;pwp;proparoxitona;medio;feminino;V2;Oiapoque;-23,376;0,942;-0,706;9
0;0;50;50;50;3;a;pwp;proparoxitona;medio;feminino;V3;Oiapoque;-62,376;-20,877;-1,398;9
110;60;187;189;218;3;a;pwp;proparoxitona;medio;feminino;V4;Oiapoque;-2,376;2,949;0,777;9
100;57;182;127;180;3;a;pwp;proparoxitona;medio;feminino;V1;Oiapoque;-5,376;-0,419;0,580;9
35;45;177;170;147;3;a;pwp;proparoxitona;medio;feminino;V2;Oiapoque;-17,376;-0,243;-0,706;9
43;37;155;169;174;3;a;pwp;proparoxitona;medio;feminino;V3;Oiapoque;-25,376;-0,103;-0,548;9
0;0;50;50;50;3;a;pwp;proparoxitona;medio;feminino;V4;Oiapoque;-62,376;-20,877;-1,398;9
19;46;209;207;204;3;a;pwp;proparoxitona;medio;feminino;V1;Oiapoque;-16,376;3,690;-1,022;9
100;57;182;127;180;3;a;pwp;proparoxitona;medio;feminino;V2;Oiapoque;-5,376;-0,419;0,580;9
35;45;177;170;147;3;a;pwp;proparoxitona;medio;feminino;V3;Oiapoque;-17,376;-0,243;-0,706;9
43;37;155;169;174;3;a;pwp;proparoxitona;medio;feminino;V4;Oiapoque;-25,376;-0,103;-0,548;9
30;43;183;177;177;3;i;pwp;proparoxitona;medio;feminino;V1;Oiapoque;-19,376;1,202;-0,805;9
0;0;50;50;50;3;i;pwp;proparoxitona;medio;feminino;V2;Oiapoque;-62,376;-20,877;-1,398;9
150;55;171;188;204;3;i;pwp;proparoxitona;medio;feminino;V3;Oiapoque;-7,376;2,021;1,568;9
40;48;179;179;175;3;i;pwp;proparoxitona;medio;feminino;V4;Oiapoque;-14,376;1,073;-0,607;9
100;57;181;188;217;3;i;pwp;proparoxitona;medio;feminino;V1;Oiapoque;-5,376;2,714;0,580;9
50;48;202;190;176;3;i;pwp;proparoxitona;medio;feminino;V2;Oiapoque;-14,376;2,174;-0,409;9
0;0;50;50;50;3;i;pwp;proparoxitona;medio;feminino;V3;Oiapoque;-62,376;-20,877;-1,398;9
150;57;123;113;215;3;i;pwp;proparoxitona;medio;feminino;V4;Oiapoque;-5,376;-1,819;1,568;9
43;46;190;184;185;3;i;pwp;proparoxitona;medio;feminino;V1;Oiapoque;-16,376;1,897;-0,548;9
90;58;180;193;227;3;i;pwp;proparoxitona;medio;feminino;V2;Oiapoque;-4,376;3,123;0,382;9
30;45;197;186;180;3;i;pwp;proparoxitona;medio;feminino;V3;Oiapoque;-17,376;2,021;-0,805;9
0;0;50;50;50;3;i;pwp;proparoxitona;medio;feminino;V4;Oiapoque;-62,376;-20,877;-1,398;9
44;51;220;203;193;3;a;pws;paroxitona;medio;feminino;V1;Oiapoque;-11,376;3,578;-0,528;9
57;49;195;196;193;3;a;pws;paroxitona;medio;feminino;V2;Oiapoque;-13,376;2,655;-0,271;9
123;60;182;183;201;3;a;pws;paroxitona;medio;feminino;V3;Oiapoque;-2,376;2,113;1,034;9
39;45;206;199;179;3;a;pws;paroxitona;medio;feminino;V4;Oiapoque;-17,376;2,655;-0,627;9
102;56;187;180;172;3;a;pws;paroxitona;medio;feminino;V1;Oiapoque;-6,376;1,267;0,619;9
39;44;172;172;172;3;a;pws;paroxitona;medio;feminino;V2;Oiapoque;-18,376;0,512;-0,627;9
0;0;50;50;50;3;a;pws;paroxitona;medio;feminino;V3;Oiapoque;-62,376;-20,877;-1,398;9
110;63;177;180;205;3;a;pws;paroxitona;medio;feminino;V4;Oiapoque;0,624;1,990;0,777;9
46;53;190;187;183;3;a;pws;paroxitona;medio;feminino;V1;Oiapoque;-9,376;1,928;-0,488;9
120;54;182;181;178;3;a;pws;paroxitona;medio;feminino;V2;Oiapoque;-8,376;1,331;0,975;9
0;0;50;50;50;3;a;pws;paroxitona;medio;feminino;V3;Oiapoque;-62,376;-20,877;-1,398;9
60;55;202;207;208;3;a;pws;paroxitona;medio;feminino;V4;Oiapoque;-7,376;3,606;-0,211;9
30;53;207;206;198;3;a;pws;paroxitona;medio;feminino;V1;Oiapoque;-9,376;3,437;-0,805;9
140;61;176;182;225;3;a;pws;paroxitona;medio;feminino;V2;Oiapoque;-1,376;2,625;1,371;9
30;52;230;214;199;3;a;pws;paroxitona;medio;feminino;V3;Oiapoque;-10,376;4,321;-0,805;9
50;49;198;200;206;3;a;pws;paroxitona;medio;feminino;V4;Oiapoque;-13,376;3,238;-0,409;9
80;38;161;161;161;3;a;pws;paroxitona;medio;feminino;V1;Oiapoque;-24,376;-0,633;0,184;9
0;0;50;50;50;3;i;pws;paroxitona;medio;feminino;V2;Oiapoque;-62,376;-20,877;-1,398;9
100;60;202;231;253;3;i;pws;paroxitona;medio;feminino;V3;Oiapoque;-2,376;5,442;0,580;9
40;54;255;232;216;3;i;pws;paroxitona;medio;feminino;V4;Oiapoque;-8,376;5,865;-0,607;9
120;49;184;175;176;3;i;pws;paroxitona;medio;feminino;V1;Oiapoque;-13,376;1,138;0,975;9
0;0;50;50;50;3;i;pws;paroxitona;medio;feminino;V2;Oiapoque;-62,376;-20,877;-1,398;9
50;50;173;174;175;3;i;pws;paroxitona;medio;feminino;V3;Oiapoque;-12,376;0,712;-0,409;9
140;58;185;187;182;3;i;pws;paroxitona;medio;feminino;V4;Oiapoque;-4,376;1,742;1,371;9
110;62;186;208;251;3;i;pws;paroxitona;medio;feminino;V1;Oiapoque;-0,376;4,375;0,777;9
30;52;223;208;196;3;i;pws;paroxitona;medio;feminino;V2;Oiapoque;-10,376;3,885;-0,805;9
50;52;199;200;203;3;i;pws;paroxitona;medio;feminino;V3;Oiapoque;-10,376;3,180;-0,409;9
47;53;210;199;184;3;i;pws;paroxitona;medio;feminino;V4;Oiapoque;-9,376;2,920;-0,469;9
0;0;50;50;50;3;i;pws;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
120;63;185;199;231;3;i;pws;paroxitona;medio;feminino;V2;Oiapoque;0,624;3,550;0,975;9
50;52;237;221;203;3;i;pws;paroxitona;medio;feminino;V3;Oiapoque;-10,376;4,799;-0,409;9
47;46;178;195;197;3;i;pws;paroxitona;medio;feminino;V4;Oiapoque;-16,376;2,235;-0,469;9
0;0;50;50;50;3;i;pws;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
50;50;168;176;175;3;i;pws;paroxitona;medio;feminino;V2;Oiapoque;-12,376;0,612;-0,409;9
130;58;178;182;179;3;i;pws;paroxitona;medio;feminino;V3;Oiapoque;-4,376;1,267;1,173;9
43;44;183;183;180;3;i;pws;paroxitona;medio;feminino;V4;Oiapoque;-18,376;1,490;-0,548;9
24;40;238;233;231;3;a;pwt;paroxitona;medio;feminino;V1;Oiapoque;-22,376;5,841;-0,923;9
70;47;190;201;206;3;a;pwt;paroxitona;medio;feminino;V2;Oiapoque;-15,376;3,036;-0,014;9
46;51;204;197;196;3;a;pwt;paroxitona;medio;feminino;V3;Oiapoque;-11,376;3,036;-0,488;9
133;52;188;154;112;3;a;pwt;paroxitona;medio;feminino;V4;Oiapoque;-10,376;-1,704;1,232;9
90;49;167;166;171;3;a;pwt;paroxitona;medio;feminino;V1;Oiapoque;-13,376;0,104;0,382;9
30;31;177;178;180;3;a;pwt;paroxitona;medio;feminino;V2;Oiapoque;-31,376;1,138;-0,805;9
69;45;182;189;194;3;a;pwt;paroxitona;medio;feminino;V3;Oiapoque;-17,376;2,082;-0,033;9
59;46;204;192;192;3;a;pwt;paroxitona;medio;feminino;V4;Oiapoque;-16,376;2,773;-0,231;9
30;42;200;194;188;3;a;pwt;paroxitona;medio;feminino;V1;Oiapoque;-20,376;2,595;-0,805;9
100;53;174;168;180;3;a;pwt;paroxitona;medio;feminino;V2;Oiapoque;-9,376;0,712;0,580;9
24;36;113;114;117;3;a;pwt;paroxitona;medio;feminino;V3;Oiapoque;-26,376;-6,508;-0,923;9
40;49;187;193;199;3;a;pwt;paroxitona;medio;feminino;V4;Oiapoque;-13,376;2,506;-0,607;9
40;51;232;216;198;3;i;pwt;paroxitona;medio;feminino;V1;Oiapoque;-11,376;4,402;-0,607;9
30;36;193;193;192;3;i;pwt;paroxitona;medio;feminino;V2;Oiapoque;-26,376;2,476;-0,805;9
120;61;190;205;246;3;i;pwt;paroxitona;medio;feminino;V3;Oiapoque;-1,376;4,267;0,975;9
30;47;223;205;194;3;i;pwt;paroxitona;medio;feminino;V4;Oiapoque;-15,376;3,746;-0,805;9
110;60;183;219;240;3;i;pwt;paroxitona;medio;feminino;V1;Oiapoque;-2,376;4,294;0,777;9
40;57;259;233;214;3;i;pwt;paroxitona;medio;feminino;V2;Oiapoque;-5,376;5,939;-0,607;9
46;44;195;188;187;3;i;pwt;paroxitona;medio;feminino;V3;Oiapoque;-18,376;2,235;-0,488;9
130;63;180;205;267;3;i;pwt;paroxitona;medio;feminino;V4;Oiapoque;0,624;4,562;1,173;9
0;0;50;50;50;3;i;pwt;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
150;63;184;182;211;3;i;pwt;paroxitona;medio;feminino;V2;Oiapoque;0,624;2,446;1,568;9
50;55;243;223;207;3;i;pwt;paroxitona;medio;feminino;V3;Oiapoque;-7,376;5,110;-0,409;9
65;50;200;193;190;3;i;pwt;paroxitona;medio;feminino;V4;Oiapoque;-12,376;2,625;-0,113;9
0;0;50;50;50;3;i;pwt;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
120;61;186;174;199;3;a;twp;paroxitona;medio;feminino;V1;Oiapoque;-1,376;1,897;0,975;9
45;49;208;201;193;3;a;twp;paroxitona;medio;feminino;V2;Oiapoque;-13,376;3,180;-0,508;9
131;58;175;183;225;3;a;twp;paroxitona;medio;feminino;V3;Oiapoque;-4,376;2,625;1,193;9
47;48;241;217;199;3;a;twp;paroxitona;medio;feminino;V4;Oiapoque;-14,376;4,694;-0,469;9
75;51;211;195;189;3;a;twp;paroxitona;medio;feminino;V1;Oiapoque;-11,376;2,978;0,085;9
140;61;186;176;196;3;a;twp;paroxitona;medio;feminino;V2;Oiapoque;-1,376;1,866;1,371;9
40;49;208;201;193;3;a;twp;paroxitona;medio;feminino;V3;Oiapoque;-13,376;3,180;-0,607;9
110;58;179;184;225;3;a;twp;paroxitona;medio;feminino;V4;Oiapoque;-4,376;2,773;0,777;9
0;0;50;50;50;3;a;twp;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
68;51;208;195;190;3;a;twp;paroxitona;medio;feminino;V2;Oiapoque;-11,376;2,920;-0,053;9
121;61;183;175;196;3;a;twp;paroxitona;medio;feminino;V3;Oiapoque;-1,376;1,742;0,995;9
46;49;208;201;193;3;a;twp;paroxitona;medio;feminino;V4;Oiapoque;-13,376;3,180;-0,488;9
83;44;112;114;117;3;a;twp;paroxitona;medio;feminino;V1;Oiapoque;-18,376;-6,558;0,243;9
0;0;50;50;50;3;i;twp;paroxitona;medio;feminino;V2;Oiapoque;-62,376;-20,877;-1,398;9
66;53;209;200;190;3;i;twp;paroxitona;medio;feminino;V3;Oiapoque;-9,376;3,094;-0,093;9
110;61;193;188;193;3;i;twp;paroxitona;medio;feminino;V4;Oiapoque;-1,376;2,356;0,777;9
60;49;183;175;174;3;i;twp;paroxitona;medio;feminino;V1;Oiapoque;-13,376;1,040;-0,211;9
48;40;177;179;179;3;i;twp;paroxitona;medio;feminino;V2;Oiapoque;-22,376;1,138;-0,449;9
0;0;50;50;50;3;i;twp;paroxitona;medio;feminino;V3;Oiapoque;-62,376;-20,877;-1,398;9
80;51;205;189;176;3;i;twp;paroxitona;medio;feminino;V4;Oiapoque;-11,376;2,235;0,184;9
140;57;168;174;182;3;i;twp;paroxitona;medio;feminino;V1;Oiapoque;-5,376;0,778;1,371;9
60;46;168;165;169;3;i;twp;paroxitona;medio;feminino;V2;Oiapoque;-16,376;0,035;-0,211;9
64;34;176;178;179;3;i;twp;paroxitona;medio;feminino;V3;Oiapoque;-28,376;1,073;-0,132;9
0;0;50;50;50;3;i;twp;paroxitona;medio;feminino;V4;Oiapoque;-62,376;-20,877;-1,398;9
0;0;50;50;50;3;i;twp;paroxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
120;57;179;183;212;3;i;twp;paroxitona;medio;feminino;V2;Oiapoque;-5,376;2,356;0,975;9
60;46;204;185;179;3;i;twp;paroxitona;medio;feminino;V3;Oiapoque;-16,376;2,174;-0,211;9
58;38;176;191;194;3;i;twp;paroxitona;medio;feminino;V4;Oiapoque;-24,376;1,959;-0,251;9
30;51;231;215;204;3;a;twt;proparoxitona;medio;feminino;V1;Oiapoque;-11,376;4,508;-0,805;9
40;52;211;218;224;3;a;twt;proparoxitona;medio;feminino;V2;Oiapoque;-10,376;4,588;-0,607;9
50;51;243;245;235;3;a;twt;proparoxitona;medio;feminino;V3;Oiapoque;-11,376;6,351;-0,409;9
130;56;215;167;171;3;a;twt;proparoxitona;medio;feminino;V4;Oiapoque;-6,376;1,711;1,173;9
90;58;172;162;190;3;a;twt;proparoxitona;medio;feminino;V1;Oiapoque;-4,376;0,778;0,382;9
30;47;210;198;193;3;a;twt;proparoxitona;medio;feminino;V2;Oiapoque;-15,376;3,152;-0,805;9
40;49;203;206;204;3;a;twt;proparoxitona;medio;feminino;V3;Oiapoque;-13,376;3,494;-0,607;9
80;52;211;224;228;3;a;twt;proparoxitona;medio;feminino;V4;Oiapoque;-10,376;4,851;0,184;9
30;42;203;203;201;3;a;twt;proparoxitona;medio;feminino;V1;Oiapoque;-20,376;3,324;-0,805;9
80;54;171;172;193;3;a;twt;proparoxitona;medio;feminino;V2;Oiapoque;-8,376;1,170;0,184;9
40;41;194;194;195;3;a;twt;proparoxitona;medio;feminino;V3;Oiapoque;-21,376;2,625;-0,607;9
56;52;205;205;204;3;a;twt;proparoxitona;medio;feminino;V4;Oiapoque;-10,376;3,522;-0,291;9
130;60;199;195;213;3;i;twt;proparoxitona;medio;feminino;V1;Oiapoque;-2,376;3,324;1,173;9
35;45;205;202;197;3;i;twt;proparoxitona;medio;feminino;V2;Oiapoque;-17,376;3,238;-0,706;9
100;59;185;191;225;3;i;twt;proparoxitona;medio;feminino;V3;Oiapoque;-3,376;3,152;0,580;9
30;46;225;203;189;3;i;twt;proparoxitona;medio;feminino;V4;Oiapoque;-16,376;3,606;-0,805;9
63;49;185;179;172;3;i;twt;proparoxitona;medio;feminino;V1;Oiapoque;-13,376;1,170;-0,152;9
95;61;181;198;232;3;i;twt;proparoxitona;medio;feminino;V2;Oiapoque;-1,376;3,437;0,481;9
40;53;235;225;211;3;i;twt;proparoxitona;medio;feminino;V3;Oiapoque;-9,376;5,059;-0,607;9
60;58;181;178;189;3;i;twt;proparoxitona;medio;feminino;V4;Oiapoque;-4,376;1,553;-0,211;9
0;0;50;50;50;3;i;twt;proparoxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
47;48;199;193;192;3;i;twt;proparoxitona;medio;feminino;V2;Oiapoque;-14,376;2,655;-0,469;9
140;58;183;206;223;3;i;twt;proparoxitona;medio;feminino;V3;Oiapoque;-4,376;3,466;1,371;9
40;47;209;205;201;3;i;twt;proparoxitona;medio;feminino;V4;Oiapoque;-15,376;3,550;-0,607;9
0;0;50;50;50;3;i;twt;proparoxitona;medio;feminino;V1;Oiapoque;-62,376;-20,877;-1,398;9
130;74;167;153;119;4;a;kwk;oxitona;medio;masculino;V1;Oiapoque;-4,391;1,120;0,637;9
160;67;122;144;145;4;a;kwk;oxitona;medio;masculino;V2;Oiapoque;-11,391;-0,021;1,135;9
175;73;121;129;149;4;a;kwk;oxitona;medio;masculino;V3;Oiapoque;-5,391;-0,534;1,384;9
42;58;155;152;143;4;a;kwk;oxitona;medio;masculino;V4;Oiapoque;-20,391;1,548;-0,823;9
95;73;167;197;194;4;a;kwk;oxitona;medio;masculino;V1;Oiapoque;-5,391;5,272;0,057;9
130;79;185;154;117;4;a;kwk;oxitona;medio;masculino;V2;Oiapoque;0,609;1,778;0,637;9
280;71;122;175;190;4;a;kwk;oxitona;medio;masculino;V3;Oiapoque;-7,391;2,916;3,126;9
180;80;120;152;191;4;a;kwk;oxitona;medio;masculino;V4;Oiapoque;1,609;2,041;1,467;9
0;0;50;50;50;4;a;kwk;oxitona;medio;masculino;V1;Oiapoque;-78,391;-17,471;-1,520;9
80;72;168;194;204;4;a;kwk;oxitona;medio;masculino;V2;Oiapoque;-6,391;5,519;-0,192;9
110;77;205;170;132;4;a;kwk;oxitona;medio;masculino;V3;Oiapoque;-1,391;3,613;0,305;9
130;70;135;163;155;4;a;kwk;oxitona;medio;masculino;V4;Oiapoque;-8,391;1,663;0,637;9
212;61;110;102;109;4;a;kwk;oxitona;medio;masculino;V1;Oiapoque;-17,391;-4,300;1,997;9
0;0;50;50;50;4;i;kwk;oxitona;medio;masculino;V2;Oiapoque;-78,391;-17,471;-1,520;9
70;71;166;188;199;4;i;kwk;oxitona;medio;masculino;V3;Oiapoque;-7,391;5,117;-0,358;9
110;76;187;166;127;4;i;kwk;oxitona;medio;masculino;V4;Oiapoque;-2,391;2,666;0,305;9
129;69;113;105;95;4;i;kwk;oxitona;medio;masculino;V1;Oiapoque;-9,391;-4,737;0,621;9
219;69;115;151;170;4;i;kwk;oxitona;medio;masculino;V2;Oiapoque;-9,391;1,001;2,114;9
0;0;50;50;50;4;i;kwk;oxitona;medio;masculino;V3;Oiapoque;-78,391;-17,471;-1,520;9
70;66;142;164;171;4;i;kwk;oxitona;medio;masculino;V4;Oiapoque;-12,391;2,557;-0,358;9
60;61;118;114;107;4;i;kwk;oxitona;medio;masculino;V1;Oiapoque;-17,391;-3,355;-0,524;9
120;65;111;104;94;4;i;kwk;oxitona;medio;masculino;V2;Oiapoque;-13,391;-4,960;0,471;9
209;63;103;141;166;4;i;kwk;oxitona;medio;masculino;V3;Oiapoque;-15,391;-0,063;1,948;9
0;0;50;50;50;4;i;kwk;oxitona;medio;masculino;V4;Oiapoque;-78,391;-17,471;-1,520;9
57;59;116;117;113;4;i;kwk;oxitona;medio;masculino;V1;Oiapoque;-19,391;-3,002;-0,574;9
90;61;111;112;107;4;i;kwk;oxitona;medio;masculino;V2;Oiapoque;-17,391;-3,821;-0,026;9
100;62;101;95;88;4;i;kwk;oxitona;medio;masculino;V3;Oiapoque;-16,391;-6,420;0,139;9
197;61;105;141;175;4;i;kwk;oxitona;medio;masculino;V4;Oiapoque;-17,391;0,395;1,749;9
71;66;167;166;161;4;a;kwp;proparoxitona;medio;masculino;V1;Oiapoque;-12,391;3,163;-0,342;9
46;57;157;171;172;4;a;kwp;proparoxitona;medio;masculino;V2;Oiapoque;-21,391;3,372;-0,756;9
150;73;127;122;128;4;a;kwp;proparoxitona;medio;masculino;V3;Oiapoque;-5,391;-1,516;0,969;9
90;62;108;96;76;4;a;kwp;proparoxitona;medio;masculino;V4;Oiapoque;-16,391;-6,666;-0,026;9
161;83;144;162;177;4;a;kwp;proparoxitona;medio;masculino;V1;Oiapoque;4,609;2,773;1,151;9
58;73;196;186;182;4;a;kwp;proparoxitona;medio;masculino;V2;Oiapoque;-5,391;5,458;-0,557;9
50;58;194;202;200;4;a;kwp;proparoxitona;medio;masculino;V3;Oiapoque;-20,391;6,413;-0,690;9
160;82;141;142;146;4;a;kwp;proparoxitona;medio;masculino;V4;Oiapoque;3,609;0,721;1,135;9
90;73;148;171;174;4;a;kwp;proparoxitona;medio;masculino;V1;Oiapoque;-5,391;3,128;-0,026;9
70;81;159;166;174;4;a;kwp;proparoxitona;medio;masculino;V2;Oiapoque;2,609;3,338;-0,358;9
57;73;186;183;176;4;a;kwp;proparoxitona;medio;masculino;V3;Oiapoque;-5,391;4,864;-0,574;9
